# Time (s),Q1 (%),T1 Setpoint (°C),T1 (°C),Q2 (%),T2 Setpoint (°C),T2 (°C)
1.830900000000000034e+02,4.070900790000015235e+01,5.000000000000000000e+01,4.963419999999999277e+01,4.464801883333346666e+01,4.000000000000000000e+01,4.028749999999999432e+01
1.841100000000000136e+02,4.371498720000013805e+01,5.000000000000000000e+01,4.931189999999999429e+01,4.459914383333347132e+01,4.000000000000000000e+01,4.028749999999999432e+01
1.852299999999999898e+02,4.383058800000013377e+01,5.000000000000000000e+01,4.931189999999999429e+01,4.454547716666679946e+01,4.000000000000000000e+01,4.028749999999999432e+01
1.861200000000000045e+02,4.392244935000013584e+01,5.000000000000000000e+01,4.931189999999999429e+01,4.777363916666678989e+01,4.000000000000000000e+01,3.996519999999999584e+01
1.871800000000000068e+02,4.403185725000013662e+01,5.000000000000000000e+01,4.931189999999999429e+01,4.777978716666678594e+01,4.000000000000000000e+01,3.996519999999999584e+01
1.880500000000000114e+02,4.412165430000013799e+01,5.000000000000000000e+01,4.931189999999999429e+01,4.778483316666678604e+01,4.000000000000000000e+01,3.996519999999999584e+01
1.892599999999999909e+02,4.424654445000013681e+01,5.000000000000000000e+01,4.931189999999999429e+01,4.779185116666678823e+01,4.000000000000000000e+01,3.996519999999999584e+01
1.902100000000000080e+02,4.434459870000014092e+01,5.000000000000000000e+01,4.931189999999999429e+01,4.779736116666678214e+01,4.000000000000000000e+01,3.996519999999999584e+01
1.912199999999999989e+02,4.444884585000013999e+01,5.000000000000000000e+01,4.931189999999999429e+01,4.780321916666677851e+01,4.000000000000000000e+01,3.996519999999999584e+01
1.922199999999999989e+02,4.455206085000013871e+01,5.000000000000000000e+01,4.931189999999999429e+01,4.780901916666678630e+01,4.000000000000000000e+01,3.996519999999999584e+01
1.932199999999999989e+02,4.465527585000014454e+01,5.000000000000000000e+01,4.931189999999999429e+01,4.781481916666678700e+01,4.000000000000000000e+01,3.996519999999999584e+01
1.940900000000000034e+02,4.474507290000014592e+01,5.000000000000000000e+01,4.931189999999999429e+01,4.781986516666678710e+01,4.000000000000000000e+01,3.996519999999999584e+01
1.952500000000000000e+02,4.486480230000015013e+01,5.000000000000000000e+01,4.931189999999999429e+01,4.782659316666678961e+01,4.000000000000000000e+01,3.996519999999999584e+01
1.961899999999999977e+02,4.496182440000015390e+01,5.000000000000000000e+01,4.931189999999999429e+01,4.783204516666678785e+01,4.000000000000000000e+01,3.996519999999999584e+01
1.972100000000000080e+02,4.506710370000015331e+01,5.000000000000000000e+01,4.931189999999999429e+01,4.783796116666679410e+01,4.000000000000000000e+01,3.996519999999999584e+01
1.982199999999999989e+02,4.517135085000015238e+01,5.000000000000000000e+01,4.931189999999999429e+01,4.784381916666679047e+01,4.000000000000000000e+01,3.996519999999999584e+01
1.992199999999999989e+02,4.527456585000015110e+01,5.000000000000000000e+01,4.931189999999999429e+01,4.784961916666679826e+01,4.000000000000000000e+01,3.996519999999999584e+01
2.002199999999999989e+02,4.537778085000015693e+01,5.000000000000000000e+01,4.931189999999999429e+01,4.785541916666679896e+01,4.000000000000000000e+01,3.996519999999999584e+01
2.010999999999999943e+02,4.546861005000015865e+01,5.000000000000000000e+01,4.931189999999999429e+01,4.786052316666679474e+01,4.000000000000000000e+01,3.996519999999999584e+01
2.020699999999999932e+02,4.556872860000015635e+01,5.000000000000000000e+01,4.931189999999999429e+01,4.786614916666679420e+01,4.000000000000000000e+01,3.996519999999999584e+01
2.032400000000000091e+02,4.568949015000016090e+01,5.000000000000000000e+01,4.931189999999999429e+01,4.787293516666679949e+01,4.000000000000000000e+01,3.996519999999999584e+01
2.041899999999999977e+02,4.578754440000015791e+01,5.000000000000000000e+01,4.931189999999999429e+01,4.787844516666679340e+01,4.000000000000000000e+01,3.996519999999999584e+01
2.050699999999999932e+02,4.587837360000015963e+01,5.000000000000000000e+01,4.931189999999999429e+01,4.788354916666679628e+01,4.000000000000000000e+01,3.996519999999999584e+01
2.062500000000000000e+02,4.600016730000015741e+01,5.000000000000000000e+01,4.931189999999999429e+01,4.789039316666679724e+01,4.000000000000000000e+01,3.996519999999999584e+01
2.070699999999999932e+02,4.608480360000015708e+01,5.000000000000000000e+01,4.931189999999999429e+01,4.789514916666679767e+01,4.000000000000000000e+01,3.996519999999999584e+01
2.081699999999999875e+02,4.619834010000015923e+01,5.000000000000000000e+01,4.931189999999999429e+01,4.790152916666679772e+01,4.000000000000000000e+01,3.996519999999999584e+01
2.092199999999999989e+02,4.630671585000015966e+01,5.000000000000000000e+01,4.931189999999999429e+01,4.790761916666679809e+01,4.000000000000000000e+01,3.996519999999999584e+01
2.101500000000000057e+02,4.640270580000015599e+01,5.000000000000000000e+01,4.931189999999999429e+01,4.791301316666680066e+01,4.000000000000000000e+01,3.996519999999999584e+01
2.112299999999999898e+02,4.651417800000015745e+01,5.000000000000000000e+01,4.931189999999999429e+01,4.791927716666680226e+01,4.000000000000000000e+01,3.996519999999999584e+01
2.121100000000000136e+02,4.660500720000016628e+01,5.000000000000000000e+01,4.931189999999999429e+01,4.792438116666679804e+01,4.000000000000000000e+01,3.996519999999999584e+01
2.132500000000000000e+02,4.672267230000016269e+01,5.000000000000000000e+01,4.931189999999999429e+01,4.793099316666679499e+01,4.000000000000000000e+01,3.996519999999999584e+01
2.140099999999999909e+02,4.680111570000016741e+01,5.000000000000000000e+01,4.931189999999999429e+01,4.793540116666680007e+01,4.000000000000000000e+01,3.996519999999999584e+01
2.152700000000000102e+02,4.693116660000016793e+01,5.000000000000000000e+01,4.931189999999999429e+01,4.794270916666680193e+01,4.000000000000000000e+01,3.996519999999999584e+01
2.161399999999999864e+02,4.702096365000016220e+01,5.000000000000000000e+01,4.931189999999999429e+01,4.794775516666680915e+01,4.000000000000000000e+01,3.996519999999999584e+01
2.172400000000000091e+02,4.713450015000016435e+01,5.000000000000000000e+01,4.931189999999999429e+01,4.795413516666680209e+01,4.000000000000000000e+01,3.996519999999999584e+01
2.182100000000000080e+02,4.723461870000016205e+01,5.000000000000000000e+01,4.931189999999999429e+01,4.795976116666680156e+01,4.000000000000000000e+01,3.996519999999999584e+01
2.191200000000000045e+02,4.732854435000016480e+01,5.000000000000000000e+01,4.931189999999999429e+01,4.796503916666680567e+01,4.000000000000000000e+01,3.996519999999999584e+01
2.202500000000000000e+02,4.744517730000016797e+01,5.000000000000000000e+01,4.931189999999999429e+01,4.797159316666680695e+01,4.000000000000000000e+01,3.996519999999999584e+01
2.211899999999999977e+02,4.754219940000016464e+01,5.000000000000000000e+01,4.931189999999999429e+01,4.797704516666681229e+01,4.000000000000000000e+01,3.996519999999999584e+01
2.220099999999999909e+02,4.762683570000016431e+01,5.000000000000000000e+01,4.931189999999999429e+01,4.798180116666681272e+01,4.000000000000000000e+01,3.996519999999999584e+01
2.232700000000000102e+02,4.775688660000016483e+01,5.000000000000000000e+01,4.931189999999999429e+01,4.798910916666682169e+01,4.000000000000000000e+01,3.996519999999999584e+01
2.241899999999999977e+02,4.785184440000016792e+01,5.000000000000000000e+01,4.931189999999999429e+01,4.799444516666682148e+01,4.000000000000000000e+01,3.996519999999999584e+01
2.251999999999999886e+02,4.795609155000016699e+01,5.000000000000000000e+01,4.931189999999999429e+01,4.800030316666681784e+01,4.000000000000000000e+01,3.996519999999999584e+01
2.261200000000000045e+02,4.805104935000017008e+01,5.000000000000000000e+01,4.931189999999999429e+01,4.800563916666681763e+01,4.000000000000000000e+01,3.996519999999999584e+01
2.270300000000000011e+02,4.814497500000016572e+01,5.000000000000000000e+01,4.931189999999999429e+01,4.801091716666682174e+01,4.000000000000000000e+01,3.996519999999999584e+01
2.282700000000000102e+02,4.827296160000017267e+01,5.000000000000000000e+01,4.931189999999999429e+01,4.801810916666682516e+01,4.000000000000000000e+01,3.996519999999999584e+01
2.291899999999999977e+02,4.836791940000017576e+01,5.000000000000000000e+01,4.931189999999999429e+01,4.802344516666682495e+01,4.000000000000000000e+01,3.996519999999999584e+01
2.301500000000000057e+02,4.846700580000017311e+01,5.000000000000000000e+01,4.931189999999999429e+01,4.802901316666682874e+01,4.000000000000000000e+01,3.996519999999999584e+01
2.312299999999999898e+02,4.562556540000018401e+01,5.000000000000000000e+01,4.963419999999999277e+01,4.803527716666682323e+01,4.000000000000000000e+01,3.996519999999999584e+01
2.322199999999999989e+02,4.862844825000016868e+01,5.000000000000000000e+01,4.931189999999999429e+01,4.804101916666682115e+01,4.000000000000000000e+01,3.996519999999999584e+01
2.330300000000000011e+02,4.577219295000018207e+01,5.000000000000000000e+01,4.963419999999999277e+01,4.804571716666681880e+01,4.000000000000000000e+01,3.996519999999999584e+01
2.342700000000000102e+02,4.880087955000016819e+01,5.000000000000000000e+01,4.931189999999999429e+01,4.805290916666682222e+01,4.000000000000000000e+01,3.996519999999999584e+01
2.351899999999999977e+02,4.889583735000017128e+01,5.000000000000000000e+01,4.931189999999999429e+01,4.805824516666682200e+01,4.000000000000000000e+01,3.996519999999999584e+01
2.361999999999999886e+02,4.900008450000017035e+01,5.000000000000000000e+01,4.931189999999999429e+01,4.806410316666682547e+01,4.000000000000000000e+01,3.996519999999999584e+01
2.370099999999999909e+02,4.614382920000018373e+01,5.000000000000000000e+01,4.963419999999999277e+01,4.806880116666682312e+01,4.000000000000000000e+01,3.996519999999999584e+01
2.380099999999999909e+02,4.914774420000016875e+01,5.000000000000000000e+01,4.931189999999999429e+01,4.807460116666682381e+01,4.000000000000000000e+01,3.996519999999999584e+01
2.392700000000000102e+02,4.631618040000018510e+01,5.000000000000000000e+01,4.963419999999999277e+01,4.808190916666683279e+01,4.000000000000000000e+01,3.996519999999999584e+01
2.402100000000000080e+02,4.636775820000018911e+01,5.000000000000000000e+01,4.963419999999999277e+01,4.808736116666683102e+01,4.000000000000000000e+01,3.996519999999999584e+01
2.412199999999999989e+02,4.642317690000019326e+01,5.000000000000000000e+01,4.963419999999999277e+01,4.809321916666682739e+01,4.000000000000000000e+01,3.996519999999999584e+01
2.421399999999999864e+02,4.647365730000019823e+01,5.000000000000000000e+01,4.963419999999999277e+01,4.809855516666682718e+01,4.000000000000000000e+01,3.996519999999999584e+01
2.432400000000000091e+02,4.653401430000019445e+01,5.000000000000000000e+01,4.963419999999999277e+01,4.810493516666682723e+01,4.000000000000000000e+01,3.996519999999999584e+01
2.442100000000000080e+02,4.658723820000019344e+01,5.000000000000000000e+01,4.963419999999999277e+01,4.811056116666682669e+01,4.000000000000000000e+01,3.996519999999999584e+01
2.451100000000000136e+02,4.663662120000019939e+01,5.000000000000000000e+01,4.963419999999999277e+01,4.811578116666682092e+01,4.000000000000000000e+01,3.996519999999999584e+01
2.462500000000000000e+02,4.669917300000020077e+01,5.000000000000000000e+01,4.963419999999999277e+01,4.812239316666682498e+01,4.000000000000000000e+01,3.996519999999999584e+01
2.471699999999999875e+02,4.674965340000020575e+01,5.000000000000000000e+01,4.963419999999999277e+01,4.812772916666682477e+01,4.000000000000000000e+01,3.996519999999999584e+01
2.482299999999999898e+02,4.680781560000020391e+01,5.000000000000000000e+01,4.963419999999999277e+01,4.813387716666682081e+01,4.000000000000000000e+01,3.996519999999999584e+01
2.491999999999999886e+02,4.686103950000020291e+01,5.000000000000000000e+01,4.963419999999999277e+01,4.813950316666681317e+01,4.000000000000000000e+01,3.996519999999999584e+01
2.502299999999999898e+02,4.691755560000020608e+01,5.000000000000000000e+01,4.963419999999999277e+01,4.814547716666681509e+01,4.000000000000000000e+01,3.996519999999999584e+01
2.512199999999999989e+02,4.697187690000020410e+01,5.000000000000000000e+01,4.963419999999999277e+01,4.815121916666681301e+01,4.000000000000000000e+01,3.996519999999999584e+01
2.522199999999999989e+02,4.702674690000021229e+01,5.000000000000000000e+01,4.963419999999999277e+01,4.815701916666681370e+01,4.000000000000000000e+01,3.996519999999999584e+01
2.531999999999999886e+02,4.708051950000020724e+01,5.000000000000000000e+01,4.963419999999999277e+01,4.816270316666681595e+01,4.000000000000000000e+01,3.996519999999999584e+01
2.542199999999999989e+02,4.713648690000021446e+01,5.000000000000000000e+01,4.963419999999999277e+01,4.816861916666682220e+01,4.000000000000000000e+01,3.996519999999999584e+01
2.552199999999999989e+02,4.719135690000020844e+01,5.000000000000000000e+01,4.963419999999999277e+01,4.817441916666682289e+01,4.000000000000000000e+01,3.996519999999999584e+01
2.561999999999999886e+02,4.724512950000020339e+01,5.000000000000000000e+01,4.963419999999999277e+01,4.818010316666682513e+01,4.000000000000000000e+01,3.996519999999999584e+01
2.572300000000000182e+02,4.730164560000020657e+01,5.000000000000000000e+01,4.963419999999999277e+01,4.818607716666682705e+01,4.000000000000000000e+01,3.996519999999999584e+01
2.581700000000000159e+02,4.735322340000021057e+01,5.000000000000000000e+01,4.963419999999999277e+01,4.819152916666682529e+01,4.000000000000000000e+01,3.996519999999999584e+01
2.590799999999999841e+02,4.445846115000016141e+01,5.000000000000000000e+01,4.995649999999999835e+01,4.819680716666682940e+01,4.000000000000000000e+01,3.996519999999999584e+01
2.600199999999999818e+02,4.741073895000021565e+01,5.000000000000000000e+01,4.963419999999999277e+01,4.820225916666683474e+01,4.000000000000000000e+01,3.996519999999999584e+01
2.612699999999999818e+02,4.451819520000016439e+01,5.000000000000000000e+01,4.995649999999999835e+01,4.820950916666683383e+01,4.000000000000000000e+01,3.996519999999999584e+01
2.622099999999999795e+02,4.747047300000021863e+01,5.000000000000000000e+01,4.963419999999999277e+01,4.821496116666683207e+01,4.000000000000000000e+01,3.996519999999999584e+01
2.632200000000000273e+02,4.457636325000016342e+01,5.000000000000000000e+01,4.995649999999999835e+01,4.822081916666682844e+01,4.000000000000000000e+01,3.996519999999999584e+01
2.641000000000000227e+02,4.458210525000016133e+01,5.000000000000000000e+01,4.995649999999999835e+01,4.822592316666683132e+01,4.000000000000000000e+01,3.996519999999999584e+01
2.652500000000000000e+02,4.458960900000015926e+01,5.000000000000000000e+01,4.995649999999999835e+01,4.823259316666683105e+01,4.000000000000000000e+01,3.996519999999999584e+01
2.661499999999999773e+02,4.753969200000021544e+01,5.000000000000000000e+01,4.963419999999999277e+01,4.823781316666683239e+01,4.000000000000000000e+01,3.996519999999999584e+01
2.672300000000000182e+02,4.464603900000016523e+01,5.000000000000000000e+01,4.995649999999999835e+01,4.824407716666682688e+01,4.000000000000000000e+01,3.996519999999999584e+01
2.681200000000000045e+02,4.465184625000016894e+01,5.000000000000000000e+01,4.995649999999999835e+01,5.152004700000014736e+01,4.000000000000000000e+01,3.964289999999999736e+01
2.691600000000000250e+02,4.465863225000016712e+01,5.000000000000000000e+01,4.995649999999999835e+01,4.830307900000016730e+01,4.000000000000000000e+01,3.996519999999999584e+01
2.702200000000000273e+02,4.466554875000016978e+01,5.000000000000000000e+01,4.995649999999999835e+01,4.830922700000016334e+01,4.000000000000000000e+01,3.996519999999999584e+01
2.711800000000000068e+02,4.467181275000017138e+01,5.000000000000000000e+01,4.995649999999999835e+01,5.158936300000014086e+01,4.000000000000000000e+01,3.964289999999999736e+01
2.722300000000000182e+02,4.467866400000016824e+01,5.000000000000000000e+01,4.995649999999999835e+01,4.837245300000015646e+01,4.000000000000000000e+01,3.996519999999999584e+01
2.732200000000000273e+02,4.468512375000017300e+01,5.000000000000000000e+01,4.995649999999999835e+01,4.837819500000015438e+01,4.000000000000000000e+01,3.996519999999999584e+01
2.742200000000000273e+02,4.469164875000016934e+01,5.000000000000000000e+01,4.995649999999999835e+01,4.838399500000015507e+01,4.000000000000000000e+01,3.996519999999999584e+01
2.752200000000000273e+02,4.469817375000017279e+01,5.000000000000000000e+01,4.995649999999999835e+01,4.838979500000016287e+01,4.000000000000000000e+01,3.996519999999999584e+01
2.760699999999999932e+02,4.470372000000016754e+01,5.000000000000000000e+01,4.995649999999999835e+01,4.839472500000016453e+01,4.000000000000000000e+01,3.996519999999999584e+01
2.770199999999999818e+02,4.470991875000017046e+01,5.000000000000000000e+01,4.995649999999999835e+01,4.840023500000015844e+01,4.000000000000000000e+01,3.996519999999999584e+01
2.781800000000000068e+02,4.471748775000017417e+01,5.000000000000000000e+01,4.995649999999999835e+01,4.840696300000016095e+01,4.000000000000000000e+01,3.996519999999999584e+01
2.792099999999999795e+02,4.472420850000017367e+01,5.000000000000000000e+01,4.995649999999999835e+01,4.841293700000015576e+01,4.000000000000000000e+01,3.996519999999999584e+01
2.801200000000000045e+02,4.473014625000016764e+01,5.000000000000000000e+01,4.995649999999999835e+01,4.841821500000015988e+01,4.000000000000000000e+01,3.996519999999999584e+01
2.810400000000000205e+02,4.473614925000017450e+01,5.000000000000000000e+01,4.995649999999999835e+01,4.842355100000015966e+01,4.000000000000000000e+01,3.996519999999999584e+01
2.822500000000000000e+02,4.474404450000017164e+01,5.000000000000000000e+01,4.995649999999999835e+01,4.843056900000016185e+01,4.000000000000000000e+01,3.996519999999999584e+01
2.831899999999999977e+02,4.475017800000017587e+01,5.000000000000000000e+01,4.995649999999999835e+01,4.843602100000016009e+01,4.000000000000000000e+01,3.996519999999999584e+01
2.842300000000000182e+02,4.475696400000016695e+01,5.000000000000000000e+01,4.995649999999999835e+01,4.844205300000016479e+01,4.000000000000000000e+01,3.996519999999999584e+01
2.852200000000000273e+02,4.476342375000017171e+01,5.000000000000000000e+01,4.995649999999999835e+01,4.844779500000016270e+01,4.000000000000000000e+01,3.996519999999999584e+01
2.862200000000000273e+02,4.476994875000016805e+01,5.000000000000000000e+01,4.995649999999999835e+01,4.845359500000016340e+01,4.000000000000000000e+01,3.996519999999999584e+01
2.872200000000000273e+02,4.477647375000017149e+01,5.000000000000000000e+01,4.995649999999999835e+01,4.845939500000017119e+01,4.000000000000000000e+01,3.996519999999999584e+01
2.882200000000000273e+02,4.478299875000016783e+01,5.000000000000000000e+01,4.995649999999999835e+01,4.846519500000017189e+01,4.000000000000000000e+01,3.996519999999999584e+01
2.892200000000000273e+02,4.478952375000017128e+01,5.000000000000000000e+01,4.995649999999999835e+01,4.847099500000017258e+01,4.000000000000000000e+01,3.996519999999999584e+01
2.902200000000000273e+02,4.479604875000016762e+01,5.000000000000000000e+01,4.995649999999999835e+01,4.847679500000018038e+01,4.000000000000000000e+01,3.996519999999999584e+01
2.911299999999999955e+02,4.480198650000016869e+01,5.000000000000000000e+01,4.995649999999999835e+01,4.848207300000018449e+01,4.000000000000000000e+01,3.996519999999999584e+01
2.922200000000000273e+02,4.480909875000016740e+01,5.000000000000000000e+01,4.995649999999999835e+01,4.848839500000018177e+01,4.000000000000000000e+01,3.996519999999999584e+01
2.930799999999999841e+02,4.481471025000016795e+01,5.000000000000000000e+01,4.995649999999999835e+01,4.849338300000017909e+01,4.000000000000000000e+01,3.996519999999999584e+01
2.940199999999999818e+02,4.482084375000016507e+01,5.000000000000000000e+01,4.995649999999999835e+01,4.849883500000018444e+01,4.000000000000000000e+01,3.996519999999999584e+01
2.951000000000000227e+02,4.482789075000017220e+01,5.000000000000000000e+01,4.995649999999999835e+01,4.850509900000017893e+01,4.000000000000000000e+01,3.996519999999999584e+01
2.960699999999999932e+02,4.483422000000017249e+01,5.000000000000000000e+01,4.995649999999999835e+01,4.851072500000017840e+01,4.000000000000000000e+01,3.996519999999999584e+01
2.971399999999999864e+02,4.484120175000016673e+01,5.000000000000000000e+01,4.995649999999999835e+01,4.851693100000017722e+01,4.000000000000000000e+01,3.996519999999999584e+01
2.980699999999999932e+02,4.484727000000016517e+01,5.000000000000000000e+01,4.995649999999999835e+01,4.852232500000017978e+01,4.000000000000000000e+01,3.996519999999999584e+01
2.990299999999999727e+02,4.485353400000016677e+01,5.000000000000000000e+01,4.995649999999999835e+01,4.852789300000018358e+01,4.000000000000000000e+01,3.996519999999999584e+01
3.001000000000000227e+02,4.486051575000016811e+01,5.000000000000000000e+01,4.995649999999999835e+01,4.853409900000018240e+01,4.000000000000000000e+01,3.996519999999999584e+01
3.010400000000000205e+02,4.486664925000016524e+01,5.000000000000000000e+01,4.995649999999999835e+01,4.853955100000018774e+01,4.000000000000000000e+01,3.996519999999999584e+01
3.020899999999999750e+02,4.487350050000016921e+01,5.000000000000000000e+01,4.995649999999999835e+01,4.854564100000018811e+01,4.000000000000000000e+01,3.996519999999999584e+01
3.032400000000000091e+02,4.488100425000016713e+01,5.000000000000000000e+01,4.995649999999999835e+01,4.855231100000018785e+01,4.000000000000000000e+01,3.996519999999999584e+01
3.041999999999999886e+02,4.488726825000016873e+01,5.000000000000000000e+01,4.995649999999999835e+01,4.855787900000019164e+01,4.000000000000000000e+01,3.996519999999999584e+01
3.052099999999999795e+02,4.489385850000016376e+01,5.000000000000000000e+01,4.995649999999999835e+01,4.856373700000018800e+01,4.000000000000000000e+01,3.996519999999999584e+01
3.060500000000000114e+02,4.489933950000016694e+01,5.000000000000000000e+01,4.995649999999999835e+01,4.856860900000018688e+01,4.000000000000000000e+01,3.996519999999999584e+01
3.071100000000000136e+02,4.490625600000016959e+01,5.000000000000000000e+01,4.995649999999999835e+01,4.857475700000018293e+01,4.000000000000000000e+01,3.996519999999999584e+01
3.081000000000000227e+02,4.491271575000016725e+01,5.000000000000000000e+01,4.995649999999999835e+01,4.858049900000018084e+01,4.000000000000000000e+01,3.996519999999999584e+01
3.090799999999999841e+02,4.491911025000016622e+01,5.000000000000000000e+01,4.995649999999999835e+01,4.858618300000018309e+01,4.000000000000000000e+01,3.996519999999999584e+01
3.101299999999999955e+02,4.492596150000017019e+01,5.000000000000000000e+01,4.995649999999999835e+01,4.859227300000018346e+01,4.000000000000000000e+01,3.996519999999999584e+01
3.110600000000000023e+02,4.493202975000016863e+01,5.000000000000000000e+01,4.995649999999999835e+01,4.859766700000018602e+01,4.000000000000000000e+01,3.996519999999999584e+01
3.120199999999999818e+02,4.493829375000017023e+01,5.000000000000000000e+01,4.995649999999999835e+01,4.860323500000018981e+01,4.000000000000000000e+01,3.996519999999999584e+01
3.131600000000000250e+02,4.494573225000017658e+01,5.000000000000000000e+01,4.995649999999999835e+01,4.860984700000018677e+01,4.000000000000000000e+01,3.996519999999999584e+01
3.140899999999999750e+02,4.495180050000017502e+01,5.000000000000000000e+01,4.995649999999999835e+01,4.861524100000019644e+01,4.000000000000000000e+01,3.996519999999999584e+01
3.151999999999999886e+02,4.495904325000017820e+01,5.000000000000000000e+01,4.995649999999999835e+01,4.862167900000019927e+01,4.000000000000000000e+01,3.996519999999999584e+01
3.162099999999999795e+02,4.496563350000017323e+01,5.000000000000000000e+01,4.995649999999999835e+01,4.862753700000019563e+01,4.000000000000000000e+01,3.996519999999999584e+01
3.171200000000000045e+02,4.497157125000017430e+01,5.000000000000000000e+01,4.995649999999999835e+01,4.863281500000019975e+01,4.000000000000000000e+01,3.996519999999999584e+01
3.183999999999999773e+02,4.497992325000016933e+01,5.000000000000000000e+01,4.995649999999999835e+01,4.864023900000020717e+01,4.000000000000000000e+01,3.996519999999999584e+01
3.191100000000000136e+02,4.498455600000017540e+01,5.000000000000000000e+01,4.995649999999999835e+01,4.864435700000021257e+01,4.000000000000000000e+01,3.996519999999999584e+01
3.201800000000000068e+02,4.499153775000016964e+01,5.000000000000000000e+01,4.995649999999999835e+01,4.865056300000021139e+01,4.000000000000000000e+01,3.996519999999999584e+01
3.212099999999999795e+02,4.499825850000016914e+01,5.000000000000000000e+01,4.995649999999999835e+01,4.865653700000021331e+01,4.000000000000000000e+01,3.996519999999999584e+01
3.224499999999999886e+02,4.500634950000016943e+01,5.000000000000000000e+01,4.995649999999999835e+01,4.866372900000021673e+01,4.000000000000000000e+01,3.996519999999999584e+01
3.230899999999999750e+02,4.501052550000017760e+01,5.000000000000000000e+01,4.995649999999999835e+01,4.866744100000020978e+01,4.000000000000000000e+01,3.996519999999999584e+01
3.241299999999999955e+02,4.501731150000017578e+01,5.000000000000000000e+01,4.995649999999999835e+01,4.867347300000021448e+01,4.000000000000000000e+01,3.996519999999999584e+01
3.251499999999999773e+02,4.502396700000017660e+01,5.000000000000000000e+01,4.995649999999999835e+01,5.195718000000019998e+01,4.000000000000000000e+01,3.964289999999999736e+01
3.260099999999999909e+02,4.502957850000017714e+01,5.000000000000000000e+01,4.995649999999999835e+01,4.873916800000021254e+01,4.000000000000000000e+01,3.996519999999999584e+01
3.271999999999999886e+02,4.503734325000017691e+01,5.000000000000000000e+01,4.995649999999999835e+01,4.874607000000020918e+01,4.000000000000000000e+01,3.996519999999999584e+01
3.280199999999999818e+02,4.504269375000017561e+01,5.000000000000000000e+01,4.995649999999999835e+01,4.875082600000021671e+01,4.000000000000000000e+01,3.996519999999999584e+01
3.291299999999999955e+02,4.504993650000017880e+01,5.000000000000000000e+01,4.995649999999999835e+01,4.875726400000021954e+01,4.000000000000000000e+01,3.996519999999999584e+01
3.301100000000000136e+02,4.210825290000018839e+01,5.000000000000000000e+01,5.027879999999999683e+01,4.876294800000022178e+01,4.000000000000000000e+01,3.996519999999999584e+01
3.310199999999999818e+02,4.501489065000016865e+01,5.000000000000000000e+01,4.995649999999999835e+01,4.876822600000022589e+01,4.000000000000000000e+01,3.996519999999999584e+01
3.322099999999999795e+02,4.502265540000016841e+01,5.000000000000000000e+01,4.995649999999999835e+01,4.877512800000022253e+01,4.000000000000000000e+01,3.996519999999999584e+01
3.331999999999999886e+02,4.502911515000017317e+01,5.000000000000000000e+01,4.995649999999999835e+01,4.878087000000022044e+01,4.000000000000000000e+01,3.996519999999999584e+01
3.342099999999999795e+02,4.503570540000016820e+01,5.000000000000000000e+01,4.995649999999999835e+01,4.878672800000021681e+01,4.000000000000000000e+01,3.996519999999999584e+01
3.350600000000000023e+02,4.504125165000016295e+01,5.000000000000000000e+01,4.995649999999999835e+01,4.879165800000021846e+01,4.000000000000000000e+01,3.996519999999999584e+01
3.362500000000000000e+02,4.504901640000016272e+01,5.000000000000000000e+01,4.995649999999999835e+01,4.879856000000021510e+01,4.000000000000000000e+01,3.996519999999999584e+01
3.371899999999999977e+02,4.505514990000015985e+01,5.000000000000000000e+01,4.995649999999999835e+01,4.880401200000021333e+01,4.000000000000000000e+01,3.996519999999999584e+01
3.380799999999999841e+02,4.506095715000016355e+01,5.000000000000000000e+01,4.995649999999999835e+01,4.880917400000021900e+01,4.000000000000000000e+01,3.996519999999999584e+01
3.390699999999999932e+02,4.506741690000016831e+01,5.000000000000000000e+01,4.995649999999999835e+01,4.881491600000021691e+01,4.000000000000000000e+01,3.996519999999999584e+01
3.401100000000000136e+02,4.507420290000016649e+01,5.000000000000000000e+01,4.995649999999999835e+01,4.882094800000022161e+01,4.000000000000000000e+01,3.996519999999999584e+01
3.410299999999999727e+02,4.508020590000016625e+01,5.000000000000000000e+01,4.995649999999999835e+01,4.882628400000022140e+01,4.000000000000000000e+01,3.996519999999999584e+01
3.421100000000000136e+02,4.213434030000018282e+01,5.000000000000000000e+01,5.027879999999999683e+01,4.883254800000021589e+01,4.000000000000000000e+01,3.996519999999999584e+01
3.432099999999999795e+02,4.504221780000016651e+01,5.000000000000000000e+01,4.995649999999999835e+01,4.883892800000021595e+01,4.000000000000000000e+01,3.996519999999999584e+01
3.440600000000000023e+02,4.504776405000016126e+01,5.000000000000000000e+01,4.995649999999999835e+01,4.884385800000021760e+01,4.000000000000000000e+01,3.996519999999999584e+01
3.450299999999999727e+02,4.505409330000016155e+01,5.000000000000000000e+01,4.995649999999999835e+01,4.884948400000021707e+01,4.000000000000000000e+01,3.996519999999999584e+01
3.460400000000000205e+02,4.506068355000015657e+01,5.000000000000000000e+01,4.995649999999999835e+01,4.885534200000021343e+01,4.000000000000000000e+01,3.996519999999999584e+01
3.470299999999999727e+02,4.211858175000017468e+01,5.000000000000000000e+01,5.027879999999999683e+01,4.886108400000021135e+01,4.000000000000000000e+01,3.996519999999999584e+01
